                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     41,                0.81931,                 1.0153,                  2.354,                0.50603,                0.34604,                0.40495,                0.30482,                0.94694,                 2.2776,                 2.5011,             0.00038369,             0.00038369,             0.00038369
                     42,                0.79451,                0.95973,                 2.3092,                 0.3882,                0.36284,                0.39722,                0.29377,                0.99177,                 2.3253,                 2.5514,              0.0003775,              0.0003775,              0.0003775
                     43,                0.83731,                 1.0002,                 2.2985,                0.37914,                0.46203,                0.38896,                0.29113,                 1.0727,                 2.3436,                 2.6182,             0.00037131,             0.00037131,             0.00037131
                     44,                0.77762,                0.93547,                 2.2403,                0.43362,                0.39438,                0.41772,                0.30985,                  1.019,                 2.3331,                 2.5732,             0.00036513,             0.00036513,             0.00036513
                     45,                0.78787,                0.96382,                 2.2692,                0.59917,                0.31133,                0.40997,                0.29939,                0.98799,                 2.3285,                 2.5408,             0.00035894,             0.00035894,             0.00035894
                     46,                0.82312,                 1.0016,                 2.3177,                0.36406,                0.44395,                0.42434,                 0.3012,                 1.0516,                  2.294,                 2.6442,             0.00035275,             0.00035275,             0.00035275
                     47,                0.79333,                0.93127,                 2.3118,                0.45909,                 0.3307,                0.40222,                0.27833,                 1.0465,                 2.3215,                   2.67,             0.00034656,             0.00034656,             0.00034656
                     48,                0.80976,                0.96927,                 2.2919,                0.36609,                0.39369,                0.35726,                0.26574,                 1.0253,                 2.4202,                 2.6321,             0.00034038,             0.00034038,             0.00034038
                     49,                0.76246,                0.87933,                 2.2661,                0.41187,                0.40336,                0.34947,                 0.2601,                 1.0415,                 2.4444,                 2.6402,             0.00033419,             0.00033419,             0.00033419
                     50,                 0.7447,                0.89324,                 2.2542,                0.49023,                 0.3261,                 0.3794,                0.27859,                0.99575,                 2.4031,                 2.5807,               0.000328,               0.000328,               0.000328
                     51,                0.77063,                 0.8572,                 2.2838,                0.37037,                 0.3871,                0.36793,                 0.2741,                 0.9559,                 2.3247,                 2.5808,             0.00032181,             0.00032181,             0.00032181
                     52,                0.75329,                0.87817,                   2.31,                  0.375,                0.38863,                0.39122,                0.27769,                 1.0433,                 2.3553,                 2.6603,             0.00031562,             0.00031562,             0.00031562
                     53,                0.73968,                  0.861,                 2.2703,                0.39467,                0.38619,                0.39859,                0.29542,                 1.0658,                 2.3396,                 2.7036,             0.00030944,             0.00030944,             0.00030944
                     54,                0.74646,                0.84285,                 2.2756,                0.38124,                 0.4149,                0.39381,                0.28681,                 1.0744,                 2.3063,                 2.6932,             0.00030325,             0.00030325,             0.00030325
                     55,                0.74849,                0.86231,                 2.2424,                  0.328,                0.38682,                0.36363,                0.26846,                 1.1163,                 2.3832,                 2.7391,             0.00029706,             0.00029706,             0.00029706
                     56,                0.75833,                0.88278,                   2.26,                0.40893,                0.38941,                0.39809,                0.29132,                 1.0877,                 2.3211,                 2.6904,             0.00029088,             0.00029088,             0.00029088
                     57,                0.74846,                0.86941,                 2.2157,                 0.4094,                0.41644,                0.41215,                0.29402,                 1.0935,                 2.3033,                 2.6913,             0.00028469,             0.00028469,             0.00028469
                     58,                0.73323,                0.82751,                 2.2395,                0.44718,                0.39657,                0.42665,                0.31858,                 1.0553,                 2.3216,                   2.61,              0.0002785,              0.0002785,              0.0002785
                     59,                0.74207,                0.80882,                 2.1992,                0.43765,                 0.4157,                 0.4346,                0.31875,                 1.0658,                 2.3484,                 2.6437,             0.00027231,             0.00027231,             0.00027231
                     60,                0.74093,                0.81932,                 2.2348,                0.43329,                 0.4068,                0.42399,                0.31842,                 1.0262,                 2.2999,                 2.5887,             0.00026613,             0.00026613,             0.00026613
                     61,                0.71181,                0.77949,                 2.2662,                0.45119,                0.34557,                0.38205,                0.28959,                 1.0522,                 2.3756,                 2.6101,             0.00025994,             0.00025994,             0.00025994
                     62,                0.70361,                0.78316,                 2.2231,                0.51039,                 0.3601,                0.40197,                0.30773,                0.99657,                 2.3304,                 2.5872,             0.00025375,             0.00025375,             0.00025375
                     63,                 0.7244,                0.79622,                 2.2643,                0.50156,                0.40749,                0.43579,                0.30969,                 1.0436,                 2.2793,                 2.6629,             0.00024756,             0.00024756,             0.00024756
                     64,                0.72954,                0.80065,                 2.2432,                0.48925,                0.38662,                0.42464,                0.31029,                 1.0638,                 2.3497,                 2.6821,             0.00024137,             0.00024137,             0.00024137
                     65,                0.68706,                0.75167,                 2.2322,                0.44955,                0.48504,                 0.4263,                0.32679,                0.98193,                 2.2622,                 2.6052,             0.00023519,             0.00023519,             0.00023519
                     66,                0.70999,                0.74447,                 2.2302,                0.44848,                0.38676,                0.41179,                0.30932,                 1.0068,                 2.3291,                 2.6191,               0.000229,               0.000229,               0.000229
                     67,                0.69071,                0.74764,                 2.2123,                0.52691,                0.34594,                0.39678,                0.29628,                 1.0666,                 2.3183,                 2.6534,             0.00022281,             0.00022281,             0.00022281
                     68,                0.67416,                0.74011,                 2.2271,                0.49271,                0.34389,                0.38724,                0.28722,                 1.0325,                 2.3175,                 2.6166,             0.00021662,             0.00021662,             0.00021662
                     69,                 0.6713,                0.74039,                 2.2443,                0.39806,                 0.3916,                0.39519,                0.29258,                  1.006,                  2.326,                 2.5988,             0.00021044,             0.00021044,             0.00021044
                     70,                0.67931,                0.73814,                 2.2158,                0.37497,                0.40808,                0.40305,                0.30728,                0.99567,                  2.276,                 2.6123,             0.00020425,             0.00020425,             0.00020425
                     71,                0.69251,                0.75639,                 2.2625,                0.46898,                0.33207,                0.41405,                0.31273,                 1.0567,                 2.3022,                 2.6894,             0.00019806,             0.00019806,             0.00019806
                     72,                 0.6962,                0.74761,                 2.2337,                0.46321,                0.39124,                0.43506,                0.32772,                 1.0543,                 2.2099,                 2.6411,             0.00019188,             0.00019188,             0.00019188
                     73,                0.68397,                0.75351,                 2.2588,                0.36688,                0.46101,                 0.4315,                0.32033,                 1.0207,                 2.2239,                 2.6185,             0.00018569,             0.00018569,             0.00018569
                     74,                0.66612,                0.70816,                 2.1608,                0.43699,                0.40647,                0.41612,                 0.3101,                  1.015,                 2.3058,                 2.5991,              0.0001795,              0.0001795,              0.0001795
                     75,                0.67728,                0.75112,                 2.1408,                0.50132,                0.40131,                0.44601,                 0.3355,                 1.0013,                 2.2052,                 2.5975,             0.00017331,             0.00017331,             0.00017331
                     76,                0.68365,                0.74369,                 2.2195,                0.40321,                0.49105,                0.47167,                0.35926,                0.99406,                 2.1202,                 2.5803,             0.00016713,             0.00016713,             0.00016713
                     77,                0.66025,                0.70442,                 2.2089,                0.45214,                0.45568,                0.44182,                0.33192,                 1.0489,                 2.1212,                 2.6858,             0.00016094,             0.00016094,             0.00016094
                     78,                0.65899,                0.70941,                 2.2253,                0.37275,                0.45827,                0.43708,                0.32225,                 1.0457,                 2.1697,                 2.6787,             0.00015475,             0.00015475,             0.00015475
                     79,                0.62109,                0.65693,                 2.1388,                 0.3919,                0.45695,                0.42081,                0.31876,                0.99339,                 2.2558,                 2.6056,             0.00014856,             0.00014856,             0.00014856
                     80,                0.63976,                0.68751,                 2.1726,                0.44336,                0.37055,                0.39904,                0.30512,                  1.007,                 2.3703,                 2.6148,             0.00014237,             0.00014237,             0.00014237
                     81,                0.67496,                0.73036,                  2.261,                0.39546,                0.43994,                0.42604,                0.31998,                 1.0202,                 2.2871,                 2.6439,             0.00013619,             0.00013619,             0.00013619
                     82,                0.63792,                0.65321,                 2.1269,                0.46583,                0.41918,                 0.4315,                0.32697,                0.99629,                 2.1973,                 2.6544,                0.00013,                0.00013,                0.00013
                     83,                0.65063,                0.71046,                 2.2159,                0.43569,                0.41492,                0.42484,                0.32619,                 1.0352,                 2.2486,                 2.6851,             0.00012381,             0.00012381,             0.00012381
                     84,                0.64858,                0.71021,                  2.189,                0.42927,                 0.4424,                 0.4378,                0.32931,                0.99908,                 2.2628,                 2.6085,             0.00011763,             0.00011763,             0.00011763
                     85,                0.61842,                0.65879,                  2.179,                0.40306,                0.45146,                0.43729,                0.32513,                 1.0258,                 2.2178,                 2.6486,             0.00011144,             0.00011144,             0.00011144
                     86,                0.64501,                0.67659,                  2.187,                0.42315,                0.40861,                0.43413,                0.32436,                 1.0323,                 2.1923,                 2.6692,             0.00010525,             0.00010525,             0.00010525
                     87,                0.65094,                0.65846,                 2.1907,                0.39042,                0.48587,                 0.4479,                0.33327,                 1.0255,                 2.1745,                 2.6396,             9.9063e-05,             9.9063e-05,             9.9063e-05
                     88,                0.61599,                0.67297,                 2.1468,                0.43175,                0.46488,                 0.4243,                 0.3248,                 1.0289,                   2.21,                 2.6509,             9.2875e-05,             9.2875e-05,             9.2875e-05
                     89,                0.64885,                0.68193,                 2.1473,                 0.4244,                0.49245,                0.44499,                0.33584,                  1.027,                 2.1353,                 2.6507,             8.6688e-05,             8.6688e-05,             8.6688e-05
                     90,                0.63383,                0.67527,                 2.1511,                0.40924,                0.45143,                0.43167,                0.33107,                 1.0287,                 2.1562,                 2.6472,               8.05e-05,               8.05e-05,               8.05e-05
                     91,                0.40065,                0.53683,                 1.8134,                0.50389,                0.39931,                0.44446,                0.32789,                 1.0108,                 2.1911,                 2.6224,             7.4312e-05,             7.4312e-05,             7.4312e-05
                     92,                0.38459,                0.50234,                 1.8409,                0.46384,                0.41572,                0.45546,                0.34316,                 1.0257,                 2.1446,                 2.6174,             6.8125e-05,             6.8125e-05,             6.8125e-05
                     93,                0.37082,                0.44468,                 1.7659,                0.40594,                0.50554,                0.46013,                0.34289,                  1.008,                 2.1902,                 2.6146,             6.1937e-05,             6.1937e-05,             6.1937e-05
                     94,                0.36555,                0.46301,                  1.841,                0.40753,                0.50315,                0.45531,                0.34363,                 1.0005,                 2.1827,                 2.6095,              5.575e-05,              5.575e-05,              5.575e-05
                     95,                0.36373,                0.44966,                  1.863,                0.45723,                0.44395,                0.44676,                0.33504,                 1.0033,                 2.2282,                 2.6102,             4.9562e-05,             4.9562e-05,             4.9562e-05
                     96,                0.34346,                0.41969,                 1.7521,                0.44924,                0.45659,                0.45059,                0.34505,                0.98627,                 2.2067,                 2.6041,             4.3375e-05,             4.3375e-05,             4.3375e-05
                     97,                0.34956,                0.40557,                  1.799,                0.41683,                0.46249,                 0.4495,                0.33958,                0.99534,                 2.2559,                 2.6223,             3.7188e-05,             3.7188e-05,             3.7188e-05
                     98,                0.34826,                0.40871,                 1.7836,                0.45425,                 0.4504,                0.44825,                0.34492,                0.97615,                 2.1875,                 2.5805,                3.1e-05,                3.1e-05,                3.1e-05
                     99,                0.32965,                0.40138,                  1.817,                0.41712,                 0.4361,                0.44104,                0.33844,                 0.9881,                 2.2094,                 2.6011,             2.4813e-05,             2.4813e-05,             2.4813e-05
                    100,                0.34028,                0.39373,                 1.7929,                0.43977,                0.42118,                0.43816,                0.33131,                 1.0139,                 2.2339,                 2.6464,             1.8625e-05,             1.8625e-05,             1.8625e-05
